	article_id	article_auteur	article_titre	revue_annee	revue_numero	article_page
677	AHMC-13-788	Édouard Heckel	Variétés. Physiologie végétale de l'action du froid et des anesthésiques sur les feuilles de l'angraecum fragrans, thou (faham), et sur les gousses vertes de la vanille. 	1910	13	788
678	AHMC-13-789	Sambuc	Variétés. Deux cas d'hydrocèle filarienne chez les annamites du delta Tonkinois.	1910	13	789
679	AHMC-14-5	Gauducheau	Observations sur l'hygiène des chinois à Canton.	1911	14	5
680	AHMC-14-26	Salanoue-Ipin	Notes sur les causes d'insalubrité des casernements et établissements militaires de Tananarive.	1911	14	26
681	AHMC-14-39	Perret	Étude sur le fonctionnement du service médical et l'état sanitaire des troupes pendant la colonie du Phuc-Yen (Tonkin, juillet-août 1909).	1911	14	39
682	AHMC-14-72	Jojot;Bréaudat	Le bériberi au Cap Saint-Jacques de 1906 à 1910. Expériences sur le traitement préventif et curatif par le son de paddy.	1911	14	72
683	AHMC-14-95	Couvy	Note sur une épidémie de béribéri et de scorbut à Akjoucht (Mauritanie, mai-septembre 1908).	1911	14	95
684	AHMC-14-121	Thézé	Note sur l'étiologie et le traitement du béribéri.	1911	14	121
685	AHMC-14-130	Marty	Une épidémie de béribéri à la prison indigène de Fianarantsoa (Madagascar).	1911	14	130
686	AHMC-14-133	Le Dantec	Le traitement du choléra à l'hôpital de Lanessan, à Hanoï (Tonkin) pendant l'épidémie de 1910.	1911	14	133
687	AHMC-14-184	Georges Lambert	Application de la burette de Mohr au dosage et à la détermination des principaux alcools de la série grasse.	1911	14	184
688	AHMC-14-187	Hazard	L'oeuvre médicale française à Pékin.	1911	14	187
689	AHMC-14-193	Séguin	Sur un cas de mycose généralisée.	1911	14	193
690	AHMC-14-198	A. Calmette	Variétés. L'hérédo-prédisposition tuberculeuse et le terrain tuberculisable.	1911	14	198
691	AHMC-14-200	Guillon	Variétés. Quelques notes sur la lèpre en Guyane française.	1911	14	200
692	AHMC-14-201	C. Mathis;Léger	Faune anophélienne du Tonkin. (2e note). Le Delta et la Moyenne Région.	1911	14	201
693	AHMC-14-203	Jouveau-Dubreuil	Variétés. Notes sur le goître dans le Haut Tonkin (Région de Caobang).	1911	14	203
694	AHMC-14-204	Jouveau-Dubreuil	Présence de l'oxyure vermiculaire du Tonkin.	1911	14	204
695	AHMC-14-205	C. Birt	Fièvre du moucheron dans l'Inde (sand-fly fever).	1911	14	205
696	AHMC-14-207	David Bruce ;Hamerton ;Bateman ;Mackie	Muhinyo, maladie des indigènes de l'Ouganda.	1911	14	207
697	AHMC-14-209		L'assistance des aliénés aux colonies. Le congrès de Tunis	1911	14	209
698	AHMC-14-229	Ortholan	État actuel de la lèpre en Nouvelle-Calédonie.	1911	14	229
699	AHMC-14-268		Observations cliniques sur la lèpre	1911	14	268
700	AHMC-14-273	P. Gouzien	Le choléra au Tonkin en 1910.	1911	14	273
701	AHMC-14-294	C. Mathis ; Léger	Le paludisme au Tonkin. Index endémique aux différentes saisons. Formes parasitaires chez les indigènes et chez les européens.	1911	14	294
702	AHMC-14-317	Le Camus	Note sur la fièvre jaune à la Guyane.	1911	14	317
703	AHMC-14-324	Comméléran	"L'""Iguindi"", oedème dur des membres inférieurs chez les populations de la Mauritanie."	1911	14	324
704	AHMC-14-330	Ouzilleau	La maladie du sommeil dans la Haute-Sangha en 1909.	1911	14	330
705	AHMC-14-353	E. Marque	Tournée de vaccine dans le Chari-Logone.	1911	14	353
706	AHMC-14-363	Georges Lambert;Pairault	Rapport sur la fermentation du cacao.	1911	14	363
707	AHMC-14-382	Dupuy ;Mouillac ;Pélofi ;Feray ;Talbot ;Magunna ;Pouthiou-Lavielle ;Maupetit	L'assistance médicale dans les postes consulaires de Chine et du Siam. 	1911	14	382
708	AHMC-14-413	Nogué ; Marque	Clinique d'Outre-Mer. Note sur quelques cas de mort par affection cérébrale (siriase), observés au Petchili.	1911	14	413
709	AHMC-14-427	sir Rubert-Boyce	Variétés. Notes sur la fièvre jaune, la bilieuse rémittente et les fièvres rémittentes dans l'ouest africain.	1911	14	427
710	AHMC-14-429	Crespin	La forme hépatique de la fièvre typhoïde.	1911	14	429
711	AHMC-14-431	Guillon	Moustiques, maringouins et maques en Guyane française.	1911	14	431
712	AHMC-14-432	James F. Allen	La bilharziose. — Comment la prévenir.	1911	14	432
713	AHMC-14-433		Du granulome ulcéreux des parties génitales	1911	14	433
714	AHMC-14-438	A. Splendore	Bouba. — Blastomycose. — Leishmaniose. Notes sur quelques affections framboesiformes observées au Brésil.	1911	14	438
715	AHMC-14-457	Léopold Robert	"Relation d'une épidémie de ""Bilom-bara"" ayant sévi à Madagascar en 1909."	1911	14	457
716	AHMC-14-467	Savignac	Rapport annuel sur le fonctionnement du service médical sur les chantiers du chemin de fer de la Guinée française (année 1910), et note sur la climatologie de Mamou.	1911	14	467
717	AHMC-14-486		Note sur la climatologie de Mamou	1911	14	486
718	AHMC-14-523	C. Mathis ; M. Léger	Le paludisme au Tonkin, index endémique aux différentes saisons, formes parasitaires chez les indigènes et chez les européens.	1911	14	523
719	AHMC-14-549	Leboeuf	Note sur l'existence des nodosités juxta-articulaires de Jeanselme dans l'archipel calédonien.	1911	14	549
720	AHMC-14-552	Regnault	Note au sujet de l'extension de la maladie du sommeil dans la Haute-Sangha.	1911	14	552
721	AHMC-14-558	Ortholan ; Javelly	Première constatation de l'ankylostomiase en Nouvelle-Calédonie. Son importance au point de vue de l'extension de l'industrie minière.	1911	14	558
722	AHMC-14-562	Gabriel Lambert	L'épuration biologique des eaux d'égout en Indochine.	1911	14	562
723	AHMC-14-577		L'épuration biologique des eaux d'égout en Indochine. Par M. Gabriel Lambert. Action des eaux épurées sur la vie des poissons et des plantes. Renseignements pratiques fournis	1911	14	577
724	AHMC-14-581	Calmette	Technique du traitement de la syphilis et de la fièvre récurrente par le dioxydiamidoarsénobenzol (606 d'Ehrlich).	1911	14	581
725	AHMC-14-586	E.  Rosé	Note sur les urines dans la fièvre bilieuse hémoglobinurique.	1911	14	586
726	AHMC-14-591	Duvigneau	Les médecins annamites à la cour d'Annam. Le Thai-Y-Viên ou service de santé du palais.	1911	14	591
727	AHMC-14-603		"Clinique d'Outre-Mer. Au sujet d'un cas de ""fièvre méditerranéenne"" observé en 1910 à l'hôpital colonial de Saint-Louis (Sénégal)."	1911	14	603
728	AHMC-14-609	L. Fauré	Clinique d'Outre-Mer. À propos d'un délire systématisé d'interprétation chez un dégénéré supérieur. Quelques considérations sur les psychopathes dans l'armée.	1911	14	609
729	AHMC-14-624	Blanchard	Traitement autosérothérapique d'un cas d'ascite d'origine hépatique.	1911	14	624
730	AHMC-14-626	Griscelli	Interventions chirurgicales d'urgence.	1911	14	626
731	AHMC-14-635		Un cas de lombricose à forme méningée	1911	14	635
732	AHMC-14-636	Doucet	Cure radicale d'une pointe de hernie ombilicale par un tétrodon.	1911	14	636
733	AHMC-14-637		La maladie du sommeil dans le Haut-Oubanghi	1911	14	637
734	AHMC-14-638		La maladie du sommeil au Gabon	1911	14	638
735	AHMC-14-639		Clinique d'Outre-Mer. Un cas d'irido-cyclite chez un européen atteint de maladie du sommeil	1911	14	639
736	AHMC-14-641		Deux cas de polynévrite	1911	14	641
737	AHMC-14-642		Un cas de bilharziose à Fort-Lamy	1911	14	642
738	AHMC-14-643		Traitement de l'ankylostomiase	1911	14	643
739	AHMC-14-644		Variétés. Sur les leishmanioses	1911	14	644
740	AHMC-14-648		Variétés. Note sur un type de fièvre de Chine, observé à Kiukiang. Rapport du médecin des douanes de ce port	1911	14	648
741	AHMC-14-673	Blanchard	Notes de géographie médicale sur le cercle du Haut-Sassandra et pays Gouro.	1911	14	673
742	AHMC-14-691	Abbatucci	Les épidémies pesteuses en Chine et à Pak-Hoï en particulier.	1911	14	691
743	AHMC-14-714	Botreau-Roussel	Rapport sur l'épidémie de peste pulmonaire de Phuoc-Hung (province de Chaudoc), du 14 avril au 6 juin 1911.	1911	14	714
744	AHMC-14-727	C. Mathis et M. Léger	Des variations de la formule leucocytaire dans le béribéri.	1911	14	727
745	AHMC-14-765	Gabriel Lambert	Étude de l'assainissement de la ville de Hanoï (Tonkin).	1911	14	765
746	AHMC-14-782	Aubert	Mission dans la Haute-Sangha. Étude de la dysenterie, de la trypanosomiase humaine, etc.	1911	14	782
747	AHMC-14-817	G. Hudellet	Note sur la fièvre jaune au Soudan en 1910.	1911	14	817
748	AHMC-14-828	M Collas	Étude sur la causalgésie (burning of the feet). Extraits tirés du Troisième mémoire sur les maladies des Indes Orientales.	1911	14	828
749	AHMC-14-835	Ortholan ; Javelly	L'ankylostomiase en Nouvelle-Calédonie.	1911	14	835
750	AHMC-14-837	Le Dantec	Clinique d'Outre-Mer. Kyste hydatique volumineux du lobe gauche du foie.	1911	14	837
751	AHMC-14-846	Sorel	Signe de Kernig chez un malade frappé d'insolation.	1911	14	846
752	AHMC-14-848	Destelle	Clinique d'Outre-Mer. Fistule du canal de Sténon. — Guérison.	1911	14	848
753	AHMC-14-850		Variétés. Transmission de la lèpre	1911	14	850
754	AHMC-14-855	Barbézieux	Du rôle de la quinine dans la prophylaxie de la fièvre récurrente.	1911	14	855
755	AHMC-14-856	le major C. E. P. Fowler	La fièvre palustre à Gibraltar.	1911	14	856
756	AHMC-14-857	E. H. Ross	Comment la ville de Port-Saïd fut débarrassée de la fièvre de Malte.	1911	14	857
757	AHMC-14-858		Recherches expérimentales sur le typhus exanthématique entreprises à l'Institut Pasteur de Tunis pendant l'année 1910	1911	14	858
758	AHMC-14-860	Emilio Ribas	Note préliminaire sur l'alastrim ou milk-pox.	1911	14	860
759	AHMC-14-861	Griscelli	L'aristochine dans le traitement de l'impaludisme.	1911	14	861
760	AHMC-14-862	Le Dantec	Étude d'ensemble des blessures de guerre traitées en 1909 dans le service des blessés de l'hôpital de Lanessan.	1911	14	862
761	AHMC-14-863	Raynau	L'aliénation mentale dans l'armée au point de vue clinique et médico-légal.	1911	14	863
762	AHMC-14-864		Travaux sur le béribéri	1911	14	864
763	AHMC-14-871		Traitement de la trypanosomiase humaine	1911	14	871
764	AHMC-14-873		Variétés. Les aliénés aux colonies. Réunion à Tunis du XXIIe Congrès des médecins aliénistes et neurologistes de France et des pays de langue française	1911	14	873
765	AHMC-15-5	Lafage	Le béribéri en Cochinchine.	1912	15	5
766	AHMC-15-18	Delmas	Étude sanitaire de Pointe-Noire (Gabon).	1912	15	18
767	AHMC-15-46	G. Bourret ;W. Dufougeré	Notes sur le paludisme à Saint-Louis du Sénégal en 1910-1911.	1912	15	46
768	AHMC-15-55	F. Noc	Fonctionnement de l'institut d'hygiène et de microbiologie de la Martinique (1909 à 1911).	1912	15	55
769	AHMC-15-85	Chabaneix	La défense contre la peste pulmonaire dans la province du Petchili.	1912	15	85
770	AHMC-15-103	Georges Lambert	Étude sur un nouveau procédé pour l'épuration des eaux de boisson. — Coagulation des oxydes de manganèse par entraînement.	1912	15	103
771	AHMC-15-129	Marcel Leger	L'institut vaccinogène de Thai-Ha-Ap (Tonkin) ; son fonctionnement durant les années 1909, et 1910.	1912	15	129
772	AHMC-15-144	Dufougeré	Le N'Diank, choléra nostras, observé au Sénégal.	1912	15	144
773	AHMC-15-148	Brau	Helminthiase intestinale et béribéri en Cochinchine.	1912	15	148
774	AHMC-15-152	Guillemet	La médecine et les médecins en Chine.	1912	15	152
775	AHMC-15-176	Salanoue-Ipin	Traitement des dysenteries chroniques par le chauffage lumineux.	1912	15	176
776	AHMC-15-183	Gauducheau	Variétés. La transformation de la variole en vaccine chez le bufflon et le singe.	1912	15	183
777	AHMC-15-184	Simond	Épidémie de Mandchourie en 1910-1911 et l'état de nos connaissances touchant la transmission de la peste pneumonique.	1912	15	184
778	AHMC-15-188	M. J. D. Grieg	Un cas de bilharziose du rectum.	1912	15	188
779	AHMC-15-189	Grattan ;Wood	La fièvre paratyphoïde dans l'Inde.	1912	15	189
780	AHMC-15-191	R. Lhomme	Variétés. Nouvel appareil de fortune à extension continue pour fracture de jambe.	1912	15	191
781	AHMC-15-193	M. Lenoir	Une mission de vaccine au Tonkin en 1897.	1912	15	193
782	AHMC-15-213	Hénaff	Rapport annuel sur le fonctionnement du service médicale de la ville de Saïgon pendant l'année 1910.	1912	15	213
783	AHMC-15-227		Natalité, mortalité et protection de l'enfance en Afrique équatoriale française	1912	15	227
784	AHMC-15-255	P. Cordier	Histoire de la médecine Indienne. La phtisie pulmonaire. Traduit	1912	15	255
785	AHMC-15-266	Huot	L'assistance médicale indigène au Gabon. Extrait du rapport annuel de 1910.	1912	15	266
786	AHMC-15-270	Delmas	Étude sanitaire de Pointe-Noire (Gabon).	1912	15	270
787	AHMC-15-292	Briand	Extraits du rapport annuel de 1910	1912	15	292
788	AHMC-15-296	Sarrailhé	Extraits du rapport annuel pour 1910 sur le fonctionnement de l'assistance médicale dans la province de Bienhoa (Cochinchine).	1912	15	296
789	AHMC-15-322	Sorel ; Arlo	Étude sur la vaccine à la Côte d'Ivoire.	1912	15	322
790	AHMC-15-332	Chamontin	Rapport sur la peste de 1911.	1912	15	332
791	AHMC-15-338	Georges Lambert	Rapport sur la fermentation du cacao.	1912	15	338
792	AHMC-15-351	Mathis	Les vaccinations antirabiques à l'institut antirabique et bactériologique de Hanoï pendant l'année 1910.	1912	15	351
793	AHMC-15-357		Clinique d'outre-mer. Un cas de douve chinoise chez un Européen	1912	15	357
794	AHMC-15-359	Sarrailhé	Trois cas de « Ban Bach » fièvre indéterminée de Cochinchine observés à Bienhoa.	1912	15	359
795	AHMC-15-361	Botreau-Roussel	Fièvre indéterminée de Cochinchine. Extrait du Rapport	1912	15	361
796	AHMC-15-362	Briand	Trois cas de pleurésïe séro-fibrineuse et deux cas d'hydrocèle traités par l'autosérothérapie.	1912	15	362
797	AHMC-15-363	Harismendy	Un cas de guérison de tétanos par des injections intrarachidienne de sérum antitétanique. Extrait du Rapport annuel de 1910.	1912	15	363
798	AHMC-15-364	Boyé	Clinique d'outre-mer. Un cas d'hémoglobinurie quinique.	1912	15	364
799	AHMC-15-365		Abcès du foie apyrétiques	1912	15	365
800	AHMC-15-368	Léon Collin	Clinique d'outre-mer. Observations sur un cas d'ankylostomiase en Nouvelle-Calédonie.	1912	15	368
801	AHMC-15-369	Dubalen	Considérations et observation sur le traitement abortif de la syphilis.	1912	15	369
802	AHMC-15-373	Vergnes	Un cas d'hystérie chez un annamite. Deux cas de lombricose avec crises gastralgiques et convulsives. Extraits du Rapport annuel.	1912	15	373
803	AHMC-15-375	Louis Collin	Variétés. Note sur la microbiologie oculaire aux colonies.	1912	15	375
804	AHMC-15-380	Vergnes	La vaccine dans la province de Longxuyen. Extrait du Rapport annuel pour 1910.	1912	15	380
805	AHMC-15-382	Posada Berrio (de Médellin, Colombie)	Traitement de la trichocéphalose par le latex d'higueron.	1912	15	382
806	AHMC-15-383		Mouvement des malades à la léproserie de Cu-Lao-Rông (province de Mytho) pendant l'année 1910. Extrait du Rapport de M. le Dr Mul	1912	15	383
807	AHMC-15-384	Verdier	Variétés. Note sur une chambre grillagée pliante.	1912	15	384
808	AHMC-15-385	Poullain	Emploi de la teinture d'iode dans la chirurgie de guerre. Analyse d'une Communication faite à la Société de médecine militaire.	1912	15	385
809	AHMC-15-386	Monfort	Monstre sternopage.	1912	15	386
810	AHMC-15-388	Castueil	Un procédé original de traitement des ophtalmies chez les annamites.	1912	15	388
811	AHMC-15-389	Ringenbach	Variétés. Cas d'empoisonnement par un tubercule ressemblant à l'igname. Extrait du Rapport médico-chirurgical.	1912	15	389
812	AHMC-15-390	Arlo	Rapport sur une épizootie de péripneumonie sévissant sur la race bovine dans le cercle de Mankono (Côte d'Ivoire).	1912	15	390
813	AHMC-15-394	Botreau-Roussel	Variétés. Notes démographiques sur la province de Chaudoc. Extrait du Rapport annuel pour 1910.	1912	15	394
814	AHMC-15-396	Garrot	L'aliénation mentale chez les annamites.	1912	15	396
815	AHMC-15-425	Rangé	Considérations sur le fonctionnement de l'assistance et des services d'hygiène dans les différentes colonies de l'union Indochinoise pendant l'année 1910.	1912	15	425
816	AHMC-15-445	Paul Gouzien	Le béribéri au Tonkin.	1912	15	445
817	AHMC-15-491	le Fargier	Béribéri et riz fraîchement décortiqué.	1912	15	491
818	AHMC-15-498	Gaide	La conférence internationale de l'opium à la Haye.	1912	15	498
819	AHMC-15-513	Jourdran	Deux années dans la république de Libéria.	1912	15	513
820	AHMC-15-523	Martel	Considérations sur les progrès hygiéniques réalisés dans la ville de Tamatave.	1912	15	523
821	AHMC-15-535	Cordier	Histoire de la médecine Indienne. La phtisie pulmonaire. (Suite et fin).	1912	15	535
822	AHMC-15-549	Gustave Martin	L'assistance médicale des aliénés en Afrique équatoriale française.	1912	15	549
823	AHMC-15-555	Cazanove	Considérations sur la filariose dans le bataillon des troupes noires d'Algérie (1910-1911).	1912	15	555
824	AHMC-15-593	Montfort	Contribution à l'étude de la répartition et de la prophylaxie de la trypanosomiase humaine dans la haute Sangha (avril-mai 1911).	1912	15	593
825	AHMC-15-612	Poumeyrac	Clinique d'outre-mer. Fièvre bilieuse hémoglobinurique déterminée par la distomatose hépatique.	1912	15	612
826	AHMC-15-614	Frontgous	Deux observations de rupture de la rate recueillies à l'ambulance pénitentiaire des Roches-de-Kouro.	1912	15	614
827	AHMC-15-617	Pichoy	Un cas de fièvre bilieuse hémoglobinurique observé à Diré-Daoua (Abyssinie).	1912	15	617
828	AHMC-15-618	Mouzels	Trois cas d'intoxication par le fruit de l'ananas.	1912	15	618
829	AHMC-15-619	Spire	Traitement des ulcères tropicaux par l'air chaud.	1912	15	619
830	AHMC-15-620	Gravot	Un cas d'épulis congénital de la mâchoire inférieure observé à Madagascar.	1912	15	620
